Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
CO4 4ZA,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2001-12-01,2001-12-01,7,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZB,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",2001-12-01,2001-12-01,7,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZD,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1998-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZE,No,51.894253,0.921052,601086,225777,TM010257,St Anne's and St John's,"Colchester, unparished area",1998-12-01,2001-12-01,29,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021704,Colchester 022F,E01021704,Colchester 022F
CO4 4ZF,No,51.891886,0.918573,600926,225507,TM009255,Greenstead,"Colchester, unparished area",2001-12-01,2001-12-01,15,England,2025-02-26,Imputed by ONS by reference to surrounding postcode grid references,E01021706,Colchester 022H,E01021706,Colchester 022H
CO4 4ZG,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1998-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZH,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1999-06-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZJ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1999-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZL,No,51.907426,0.923332,601184,227248,TM011272,Highwoods,"Colchester, unparished area",1999-12-01,2001-01-01,43,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4ZN,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1999-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZP,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1999-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZQ,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1999-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZR,No,51.907275,0.923250,601179,227231,TM011272,Highwoods,"Colchester, unparished area",1999-12-01,2001-06-01,42,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4ZS,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1999-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZT,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1999-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZU,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1999-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 4ZX,No,51.907426,0.923332,601184,227248,TM011272,Highwoods,"Colchester, unparished area",1999-12-01,2001-04-01,43,England,2025-02-26,Postcode sector mean (mainly PO Boxes),E01021670,Colchester 002C,E01021670,Colchester 002C
CO4 4ZY,No,51.889519,0.916094,600766,225237,TM007252,Castle,"Colchester, unparished area",1999-12-01,2001-12-01,7,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021648,Colchester 007C,E01021648,Colchester 007C
CO4 5AA,Yes,51.902086,0.894155,599201,226574,TL992265,Mile End,Myland,1980-01-01,,24,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035176,Colchester 004A
CO4 5AB,Yes,51.902007,0.893714,599171,226564,TL991265,Mile End,Myland,1980-01-01,,24,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035176,Colchester 004A
CO4 5AD,Yes,51.901930,0.892910,599116,226553,TL991265,Mile End,Myland,1980-01-01,,24,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035176,Colchester 004A
CO4 5AE,Yes,51.902728,0.892161,599061,226640,TL990266,Mile End,Myland,1980-01-01,,26,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035176,Colchester 004A
CO4 5AF,Yes,51.903048,0.892312,599070,226676,TL990266,Mile End,Myland,1980-01-01,,26,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035177,Colchester 004C
CO4 5AG,Yes,51.903327,0.890847,598968,226703,TL989267,Mile End,Myland,1980-01-01,,29,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035177,Colchester 004C
CO4 5AH,Yes,51.904120,0.888237,598785,226784,TL987267,Mile End,Myland,1980-01-01,,35,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035177,Colchester 004C
CO4 5AJ,Yes,51.903814,0.888232,598786,226750,TL987267,Mile End,Myland,1980-01-01,,32,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035177,Colchester 004C
CO4 5AL,Yes,51.921946,0.916640,600659,228844,TM006288,Highwoods,Myland,2002-12-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021682,Colchester 004D,E01035168,Colchester 004D
CO4 5AN,Yes,51.922639,0.918445,600780,228926,TM007289,Highwoods,Myland,2002-12-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021682,Colchester 004D,E01035167,Colchester 004D
CO4 5AP,Yes,51.904061,0.884773,598547,226768,TL985267,Mile End,Myland,1980-01-01,,34,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035177,Colchester 004C
CO4 5AQ,Yes,51.903107,0.890658,598956,226678,TL989266,Mile End,Myland,1980-01-01,,27,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035177,Colchester 004C
CO4 5AR,Yes,51.903256,0.876870,598007,226657,TL980266,Mile End,Myland,2011-01-01,,29,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5AS,Yes,51.904834,0.885535,598596,226856,TL985268,Mile End,Myland,1980-01-01,,38,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035177,Colchester 004C
CO4 5AT,Yes,51.905108,0.885713,598607,226887,TL986268,Mile End,Myland,1980-01-01,,39,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5AU,Yes,51.906676,0.881553,598314,227050,TL983270,Lexden and Braiswick,"Colchester, unparished area",1980-01-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5AW,Yes,51.907034,0.872066,597660,227064,TL976270,Lexden and Braiswick,"Colchester, unparished area",1986-04-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5AX,Yes,51.905959,0.881812,598335,226971,TL983269,Lexden and Braiswick,"Colchester, unparished area",1980-01-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5AY,Yes,51.905908,0.876546,597973,226951,TL979269,Lexden and Braiswick,"Colchester, unparished area",1980-01-01,,45,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5AZ,Yes,51.907151,0.877236,598015,227091,TL980270,Lexden and Braiswick,"Colchester, unparished area",1980-01-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5BA,Yes,51.906544,0.876791,597987,227022,TL979270,Lexden and Braiswick,"Colchester, unparished area",1980-01-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5BB,Yes,51.906279,0.873138,597737,226983,TL977269,Lexden and Braiswick,"Colchester, unparished area",1980-01-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5BD,Yes,51.923008,0.918789,600802,228968,TM008289,Highwoods,Myland,2002-12-01,,47,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021682,Colchester 004D,E01035167,Colchester 004D
CO4 5BE,Yes,51.923051,0.917773,600732,228970,TM007289,Highwoods,Myland,2004-04-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021682,Colchester 004D,E01035167,Colchester 004D
CO4 5BG,Yes,51.907388,0.873049,597726,227106,TL977271,Lexden and Braiswick,"Colchester, unparished area",1980-01-01,,43,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5BH,Yes,51.910436,0.895797,599277,227507,TL992275,Mile End,Myland,2003-06-01,,48,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021680,Colchester 004B,E01035174,Colchester 004B
CO4 5BJ,Yes,51.906443,0.871214,597604,226996,TL976269,Lexden and Braiswick,"Colchester, unparished area",1990-02-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5BL,Yes,51.909441,0.894599,599199,227393,TL991273,Mile End,Myland,2003-09-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021680,Colchester 004B,E01035174,Colchester 004B
CO4 5BN,Yes,51.906870,0.870675,597565,227042,TL975270,Lexden and Braiswick,"Colchester, unparished area",1992-01-01,,42,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5BP,Yes,51.902753,0.895564,599295,226652,TL992266,Mile End,Myland,2007-04-01,,25,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035175,Colchester 004A
CO4 5BQ,Yes,51.908102,0.872905,597713,227185,TL977271,Lexden and Braiswick,"Colchester, unparished area",1980-01-01,,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5BS,Yes,51.909381,0.893723,599139,227384,TL991273,Mile End,Myland,2003-09-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021680,Colchester 004B,E01035174,Colchester 004B
CO4 5BT,Yes,51.901633,0.895130,599270,226526,TL992265,Mile End,Myland,1980-01-01,,21,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035176,Colchester 004A
CO4 5BU,Yes,51.903006,0.894506,599221,226677,TL992266,Mile End,Myland,1980-01-01,,27,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035176,Colchester 004A
CO4 5BW,Yes,51.909621,0.894945,599222,227414,TL992274,Mile End,Myland,2004-03-01,,46,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021680,Colchester 004B,E01035174,Colchester 004B
CO4 5BX,Yes,51.902848,0.894989,599255,226661,TL992266,Mile End,Myland,1980-01-01,,26,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035175,Colchester 004A
CO4 5BY,Yes,51.905050,0.894287,599197,226904,TL991269,Mile End,Myland,1980-01-01,,37,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021680,Colchester 004B,E01035174,Colchester 004B
CO4 5BZ,Yes,51.906852,0.893807,599156,227103,TL991271,Mile End,Myland,1980-01-01,,41,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021680,Colchester 004B,E01035174,Colchester 004B
CO4 5DA,Yes,51.905128,0.893711,599157,226911,TL991269,Mile End,Myland,1980-01-01,,36,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035176,Colchester 004A
CO4 5DB,Yes,51.906593,0.893383,599128,227073,TL991270,Mile End,Myland,1980-01-01,,40,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021681,Colchester 004C,E01035172,Colchester 004C
CO4 5DD,Yes,51.904202,0.893331,599135,226807,TL991268,Mile End,Myland,1980-01-01,,29,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035176,Colchester 004A
CO4 5DE,Yes,51.905044,0.892353,599064,226898,TL990268,Mile End,Myland,1980-01-01,,31,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035176,Colchester 004A
CO4 5DF,Yes,51.904520,0.891709,599022,226838,TL990268,Mile End,Myland,1980-01-01,,29,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035176,Colchester 004A
CO4 5DG,Yes,51.903185,0.892990,599116,226693,TL991266,Mile End,Myland,1980-01-01,,26,England,2025-02-26,Within the building of the matched address closest to the postcode mean,E01021679,Colchester 004A,E01035176,Colchester 004A
